Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"27/12/2016 11:38:36","26/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","5.3100","27/12/2016 11:50:00",""
"27/12/2016 11:38:36","26/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","5.0800","27/12/2016 11:50:00",""
"27/12/2016 11:38:36","26/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","6.1200","27/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","8.3100","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","7.0000","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","6.7800","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","5.7000","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","8.3900","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","7.5800","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","5.0700","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","8.3400","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","8.6800","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","7.5600","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","7.4700","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","7.5800","26/12/2016 11:50:00",""
"26/12/2016 11:38:30","25/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","7.6300","26/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","6.3900","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","5.0300","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","4.7900","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","4.1900","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","6.4200","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","6.0000","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","3.9600","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","6.4500","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","7.3400","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","6.3000","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","5.7800","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","6.0000","25/12/2016 11:50:00",""
"25/12/2016 11:38:23","24/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","6.9800","25/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","6.4300","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","4.3900","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","4.1600","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","3.8900","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","6.4700","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","4.9300","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","3.4400","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","6.4900","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","7.1600","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","6.0300","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","4.8900","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","4.9300","24/12/2016 11:50:00",""
"24/12/2016 11:38:15","23/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","6.6800","24/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","5.9300","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","3.5700","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","3.3700","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","3.3900","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","5.9600","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","4.2600","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","3.0400","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","5.9900","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","6.9100","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","5.1400","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","3.8900","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","4.2600","23/12/2016 11:50:00",""
"23/12/2016 11:38:09","22/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","6.0200","23/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","6.6500","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","4.1000","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","3.9200","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","3.5200","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","6.7000","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","4.2900","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","2.9600","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","6.7000","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","7.1100","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","5.6100","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","4.4800","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","4.2900","22/12/2016 11:50:00",""
"22/12/2016 11:38:02","21/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","5.8900","22/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","4.9500","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","3.6400","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","3.4500","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","4.1200","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","4.9600","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","3.6800","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","3.4700","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","5.0200","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","5.8100","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","4.5900","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","3.9200","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","3.6800","21/12/2016 11:50:00",""
"21/12/2016 11:38:56","20/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","5.2500","21/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","5.7000","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","4.8100","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","4.6700","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","4.8500","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","5.7400","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","4.6300","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","5.2000","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","5.7600","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","6.2200","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","5.4100","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","5.1700","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","4.6300","20/12/2016 11:50:00",""
"20/12/2016 11:38:49","19/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","5.8500","20/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","6.3500","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","4.6300","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","4.4800","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","4.7900","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","6.3900","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","4.6700","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","5.8100","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","6.4000","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","7.1000","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","5.5700","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","5.2900","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","4.6700","19/12/2016 11:50:00",""
"19/12/2016 11:38:42","18/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","5.9100","19/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","6.8700","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","5.4900","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","5.3200","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","4.3700","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","6.9200","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","5.5900","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","5.4100","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","6.9100","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","8.3500","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","6.2100","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","6.5400","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","5.5900","18/12/2016 11:50:00",""
"18/12/2016 11:38:35","17/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","6.7900","18/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","7.9700","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","6.3000","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","6.1400","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","5.0800","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","8.0300","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","6.9300","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","5.4900","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","8.0000","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","8.4900","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","7.0500","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","6.4800","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","6.9300","17/12/2016 11:50:00",""
"17/12/2016 11:38:29","16/12/2016","Composite Weather Variable, Actual, LDZ(WS), D+1","7.0200","17/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(EA), D+1","7.7600","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(EM), D+1","6.4500","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(NE), D+1","6.2700","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(NO), D+1","5.0100","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(NT), D+1","7.8000","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(NW), D+1","7.3700","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(SC), D+1","6.1900","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(SE), D+1","7.7900","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(SO), D+1","8.5100","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(SW), D+1","7.9000","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(WM), D+1","6.8600","16/12/2016 11:50:00",""
"16/12/2016 11:38:24","15/12/2016","Composite Weather Variable, Actual, LDZ(WN), D+1","7.3700","16/12/2016 11:50:00",""
